date,product_id,category,store,price,competitor_price,demand,actual_sales,inventory_level,revenue,profit,is_weekend,is_holiday,seasonal_factor,marketing_spend,weather_impact,price_elasticity
2022-02-12,PROD_0019,Electronics,Flagship_Store,649.63,640.61,105.0,105.0,482,68042.23,27216.89,True,False,1.202,18.81,1.011,-1.2
2022-02-19,PROD_0019,Electronics,Flagship_Store,484.69,568.9,142.0,124.0,124,60101.26,24040.5,True,False,1.227,0.0,1.12,-1.2
2022-02-26,PROD_0019,Electronics,Flagship_Store,584.78,581.8,123.0,123.0,242,71713.16,28685.26,True,False,1.249,0.0,0.905,-1.2
2022-03-05,PROD_0019,Electronics,Flagship_Store,684.35,668.69,94.0,94.0,404,64404.38,25761.75,True,False,1.268,0.0,1.015,-1.2
2022-03-12,PROD_0019,Electronics,Flagship_Store,596.3,565.81,131.0,131.0,475,78174.46,31269.78,True,False,1.282,0.0,0.89,-1.2
2022-03-19,PROD_0019,Electronics,Flagship_Store,575.2,640.04,138.0,138.0,424,79218.78,31687.51,True,False,1.292,0.0,0.924,-1.2
2022-03-26,PROD_0019,Electronics,Flagship_Store,645.74,670.04,121.0,117.0,117,75551.07,30220.43,True,False,1.298,111.08,1.054,-1.2
2022-04-02,PROD_0019,Electronics,Flagship_Store,457.67,466.11,151.0,151.0,209,68887.63,27555.05,True,False,1.3,96.17,0.976,-1.2
2022-04-09,PROD_0019,Electronics,Flagship_Store,454.72,554.42,152.0,137.0,137,62297.21,24918.88,True,False,1.297,0.0,1.003,-1.2
2022-04-16,PROD_0019,Electronics,Flagship_Store,532.05,561.41,163.0,163.0,372,86519.27,34607.71,True,False,1.29,0.0,1.015,-1.2
2022-04-23,PROD_0019,Electronics,Flagship_Store,531.65,512.9,102.0,102.0,110,54185.66,21674.26,True,False,1.279,274.69,0.902,-1.2
2022-04-30,PROD_0019,Electronics,Flagship_Store,498.03,526.47,154.0,154.0,469,76536.24,30614.5,True,False,1.264,0.0,1.008,-1.2
2022-05-07,PROD_0019,Electronics,Flagship_Store,498.6,544.84,119.0,119.0,334,59393.46,23757.38,True,False,1.245,0.0,0.978,-1.2
2022-05-14,PROD_0019,Electronics,Flagship_Store,606.4,567.0,124.0,124.0,407,75352.4,30140.96,True,False,1.222,58.17,1.195,-1.2
2022-05-21,PROD_0019,Electronics,Flagship_Store,617.78,514.83,79.0,79.0,402,48728.07,19491.23,True,False,1.197,0.0,1.087,-1.2
2022-05-28,PROD_0019,Electronics,Flagship_Store,537.75,564.37,111.0,111.0,307,59672.05,23868.82,True,False,1.168,0.0,0.907,-1.2
2022-06-04,PROD_0019,Electronics,Flagship_Store,460.04,511.6,189.0,189.0,195,86815.68,34726.27,True,False,1.137,0.0,1.079,-1.2
2022-06-11,PROD_0019,Electronics,Flagship_Store,620.9,509.43,99.0,99.0,346,61247.71,24499.08,True,False,1.104,0.0,0.928,-1.2
2022-06-18,PROD_0019,Electronics,Flagship_Store,454.3,470.2,150.0,150.0,185,68144.69,27257.88,True,False,1.069,0.0,0.807,-1.2
2022-06-25,PROD_0019,Electronics,Flagship_Store,512.17,529.88,94.0,94.0,132,48357.39,19342.96,True,False,1.033,0.0,1.137,-1.2
2022-07-02,PROD_0019,Electronics,Flagship_Store,552.33,576.34,88.0,88.0,440,48743.75,19497.5,True,False,0.997,0.0,1.107,-1.2
2022-07-09,PROD_0019,Electronics,Flagship_Store,655.1,527.73,74.0,74.0,74,48477.35,19390.94,True,False,0.961,149.04,1.192,-1.2
2022-07-16,PROD_0019,Electronics,Flagship_Store,643.62,550.45,72.0,72.0,152,46491.52,18596.61,True,False,0.926,0.0,0.729,-1.2
2022-07-23,PROD_0019,Electronics,Flagship_Store,505.83,585.16,62.0,62.0,265,31158.46,12463.38,True,False,0.891,0.0,1.021,-1.2
2022-07-30,PROD_0019,Electronics,Flagship_Store,480.26,472.41,105.0,105.0,208,50498.9,20199.56,True,False,0.859,17.12,1.088,-1.2
2022-08-06,PROD_0019,Electronics,Flagship_Store,474.68,478.69,102.0,102.0,290,48645.76,19458.3,True,False,0.828,74.76,1.035,-1.2
2022-08-13,PROD_0019,Electronics,Flagship_Store,542.22,556.77,100.0,100.0,430,54032.12,21612.85,True,False,0.8,0.0,0.855,-1.2
2022-08-20,PROD_0019,Electronics,Flagship_Store,484.02,545.74,97.0,92.0,92,44529.49,17811.8,True,False,0.774,0.0,1.133,-1.2
2022-08-27,PROD_0019,Electronics,Flagship_Store,530.8,596.09,77.0,77.0,282,41053.4,16421.36,True,False,0.752,0.0,0.926,-1.2
2022-09-03,PROD_0019,Electronics,Flagship_Store,432.35,527.52,125.0,125.0,310,54061.45,21624.58,True,False,0.734,0.0,1.167,-1.2
2022-09-10,PROD_0019,Electronics,Flagship_Store,515.04,514.55,90.0,90.0,264,46525.48,18610.19,True,False,0.719,0.0,0.948,-1.2
2022-09-17,PROD_0019,Electronics,Flagship_Store,654.33,555.15,62.0,62.0,331,40605.82,16242.33,True,False,0.708,0.0,0.982,-1.2
2022-09-24,PROD_0019,Electronics,Flagship_Store,726.61,577.02,60.0,60.0,93,43576.32,17430.53,True,False,0.702,7.67,0.946,-1.2
2022-10-01,PROD_0019,Electronics,Flagship_Store,601.48,586.31,73.0,73.0,188,44000.84,17600.34,True,False,0.7,0.0,0.988,-1.2
2022-10-08,PROD_0019,Electronics,Flagship_Store,394.26,421.52,99.0,59.0,59,23261.63,9304.65,True,False,0.702,95.53,1.135,-1.2
2022-10-15,PROD_0019,Electronics,Flagship_Store,535.63,461.4,53.0,53.0,454,28473.49,11389.39,True,False,0.709,0.0,0.962,-1.2
2022-10-22,PROD_0019,Electronics,Flagship_Store,574.57,524.54,82.0,82.0,293,47234.2,18893.68,True,False,0.72,0.0,1.12,-1.2
2022-10-29,PROD_0019,Electronics,Flagship_Store,470.8,524.39,107.0,107.0,235,50219.48,20087.79,True,False,0.735,0.0,1.064,-1.2
2022-11-05,PROD_0019,Electronics,Flagship_Store,587.55,577.54,58.0,58.0,484,33940.45,13576.18,True,False,0.754,47.96,0.966,-1.2
2022-11-12,PROD_0019,Electronics,Flagship_Store,445.53,409.45,92.0,92.0,260,40847.85,16339.14,True,False,0.776,80.61,0.944,-1.2
2022-11-19,PROD_0019,Electronics,Flagship_Store,468.68,575.02,77.0,77.0,486,36006.61,14402.65,True,False,0.802,0.0,0.998,-1.2
2022-11-26,PROD_0019,Electronics,Flagship_Store,529.7,654.24,91.0,91.0,217,48197.61,19279.04,True,False,0.83,0.0,0.994,-1.2
2022-12-03,PROD_0019,Electronics,Flagship_Store,570.68,564.14,84.0,84.0,155,47656.84,19062.73,True,False,0.861,0.0,0.942,-1.2
2022-12-10,PROD_0019,Electronics,Flagship_Store,590.11,516.9,104.0,104.0,415,61518.49,24607.4,True,False,0.894,0.0,1.07,-1.2
2022-12-17,PROD_0019,Electronics,Flagship_Store,640.56,535.91,109.0,109.0,374,69662.31,27864.92,True,False,0.928,51.36,0.906,-1.2
2022-12-24,PROD_0019,Electronics,Flagship_Store,544.57,485.79,107.0,107.0,234,58048.66,23219.46,True,True,0.964,0.0,0.998,-1.2
2022-12-31,PROD_0019,Electronics,Flagship_Store,572.5,542.61,110.0,110.0,426,62719.91,25087.96,True,True,1.0,0.0,1.103,-1.2
2023-01-07,PROD_0019,Electronics,Flagship_Store,516.54,559.98,131.0,131.0,233,67686.47,27074.59,True,False,1.036,0.0,0.861,-1.2
2023-01-14,PROD_0019,Electronics,Flagship_Store,474.59,487.51,132.0,132.0,410,62758.01,25103.21,True,False,1.072,0.0,0.86,-1.2
2023-01-21,PROD_0019,Electronics,Flagship_Store,620.48,632.59,115.0,115.0,296,71263.19,28505.28,True,False,1.106,57.4,1.043,-1.2
2023-01-28,PROD_0019,Electronics,Flagship_Store,626.92,566.59,92.0,92.0,251,57688.44,23075.38,True,False,1.139,0.0,0.967,-1.2
2023-02-04,PROD_0019,Electronics,Flagship_Store,554.97,489.2,141.0,141.0,426,78388.87,31355.55,True,False,1.17,43.06,0.891,-1.2
2023-02-11,PROD_0019,Electronics,Flagship_Store,625.0,618.02,114.0,108.0,108,67499.49,26999.8,True,False,1.198,0.0,0.923,-1.2
2023-02-18,PROD_0019,Electronics,Flagship_Store,434.04,467.76,189.0,189.0,410,81909.97,32763.99,True,False,1.224,0.0,1.066,-1.2
2023-02-25,PROD_0019,Electronics,Flagship_Store,365.8,432.14,231.0,223.0,223,81573.68,32629.47,True,False,1.246,72.21,1.094,-1.2
2023-03-04,PROD_0019,Electronics,Flagship_Store,610.26,675.53,89.0,89.0,379,54559.83,21823.93,True,False,1.265,22.49,0.967,-1.2
2023-03-11,PROD_0019,Electronics,Flagship_Store,627.73,562.26,109.0,109.0,272,68526.78,27410.71,True,False,1.28,0.0,0.942,-1.2
2023-03-18,PROD_0019,Electronics,Flagship_Store,436.05,560.04,128.0,128.0,352,55671.94,22268.78,True,False,1.291,0.0,0.909,-1.2
2023-03-25,PROD_0019,Electronics,Flagship_Store,628.19,565.36,109.0,93.0,93,58422.09,23368.84,True,False,1.298,71.05,1.012,-1.2
2023-04-01,PROD_0019,Electronics,Flagship_Store,575.28,530.45,128.0,128.0,298,73706.35,29482.54,True,False,1.3,21.16,1.048,-1.2
2023-04-08,PROD_0019,Electronics,Flagship_Store,413.98,439.69,199.0,101.0,101,41811.97,16724.79,True,False,1.298,0.0,1.036,-1.2
2023-04-15,PROD_0019,Electronics,Flagship_Store,499.24,526.17,180.0,95.0,95,47427.76,18971.11,True,False,1.292,0.0,1.142,-1.2
2023-04-22,PROD_0019,Electronics,Flagship_Store,513.29,478.94,178.0,167.0,167,85718.8,34287.52,True,False,1.281,150.56,1.029,-1.2
2023-04-29,PROD_0019,Electronics,Flagship_Store,561.31,579.88,131.0,99.0,99,55569.32,22227.73,True,False,1.266,0.0,0.777,-1.2
2023-05-06,PROD_0019,Electronics,Flagship_Store,600.9,598.47,125.0,125.0,358,75244.19,30097.67,True,False,1.248,0.0,1.011,-1.2
2023-05-13,PROD_0019,Electronics,Flagship_Store,756.97,651.14,88.0,88.0,250,66288.45,26515.38,True,False,1.226,0.0,0.934,-1.2
2023-05-20,PROD_0019,Electronics,Flagship_Store,537.26,516.21,108.0,108.0,169,58256.16,23302.46,True,False,1.2,0.0,1.009,-1.2
2023-05-27,PROD_0019,Electronics,Flagship_Store,532.94,511.0,81.0,81.0,206,43024.84,17209.94,True,False,1.172,0.0,1.085,-1.2
2023-06-03,PROD_0019,Electronics,Flagship_Store,584.2,595.08,128.0,128.0,452,74601.83,29840.73,True,False,1.141,0.0,0.885,-1.2
2023-06-10,PROD_0019,Electronics,Flagship_Store,556.09,528.78,141.0,141.0,440,78544.85,31417.94,True,False,1.109,0.0,0.912,-1.2
2023-06-17,PROD_0019,Electronics,Flagship_Store,622.34,558.04,65.0,65.0,95,40263.83,16105.53,True,False,1.074,20.34,0.914,-1.2
2023-06-24,PROD_0019,Electronics,Flagship_Store,529.44,558.4,103.0,103.0,393,54355.17,21742.07,True,False,1.039,0.0,0.931,-1.2
2023-07-01,PROD_0019,Electronics,Flagship_Store,568.57,524.1,136.0,136.0,138,77307.87,30923.15,True,False,1.003,0.0,0.955,-1.2
2023-07-08,PROD_0019,Electronics,Flagship_Store,551.69,570.02,96.0,96.0,447,53155.6,21262.24,True,False,0.967,0.0,1.016,-1.2
2023-07-15,PROD_0019,Electronics,Flagship_Store,545.8,567.91,79.0,79.0,271,43247.96,17299.18,True,False,0.931,0.0,1.064,-1.2
2023-07-22,PROD_0019,Electronics,Flagship_Store,603.61,517.18,81.0,81.0,492,48842.86,19537.14,True,False,0.896,0.0,0.909,-1.2
2023-07-29,PROD_0019,Electronics,Flagship_Store,599.51,574.26,103.0,98.0,98,58752.34,23500.93,True,False,0.863,0.0,0.965,-1.2
2023-08-05,PROD_0019,Electronics,Flagship_Store,389.62,427.04,78.0,78.0,443,30500.24,12200.1,True,False,0.832,0.0,1.024,-1.2
2023-08-12,PROD_0019,Electronics,Flagship_Store,675.28,644.66,59.0,59.0,397,40089.79,16035.92,True,False,0.803,0.0,1.027,-1.2
2023-08-19,PROD_0019,Electronics,Flagship_Store,495.95,533.3,103.0,103.0,400,51278.04,20511.22,True,False,0.778,83.33,0.994,-1.2
2023-08-26,PROD_0019,Electronics,Flagship_Store,629.29,639.03,61.0,61.0,494,38376.92,15350.77,True,False,0.755,0.0,1.057,-1.2
2023-09-02,PROD_0019,Electronics,Flagship_Store,700.51,627.22,76.0,76.0,370,52929.85,21171.94,True,False,0.736,148.81,0.847,-1.2
2023-09-09,PROD_0019,Electronics,Flagship_Store,505.22,500.03,93.0,93.0,398,46779.76,18711.9,True,False,0.721,0.0,0.995,-1.2
2023-09-16,PROD_0019,Electronics,Flagship_Store,610.83,541.09,39.0,39.0,165,23987.46,9594.98,True,False,0.71,0.0,1.174,-1.2
2023-09-23,PROD_0019,Electronics,Flagship_Store,639.53,552.58,53.0,53.0,428,33776.94,13510.78,True,False,0.703,0.0,0.944,-1.2
2023-09-30,PROD_0019,Electronics,Flagship_Store,690.42,667.77,57.0,57.0,201,39609.73,15843.89,True,False,0.7,0.0,0.959,-1.2
2023-10-07,PROD_0019,Electronics,Flagship_Store,690.48,592.82,62.0,62.0,386,42659.81,17063.93,True,False,0.702,0.0,0.98,-1.2
2023-10-14,PROD_0019,Electronics,Flagship_Store,586.0,553.4,55.0,55.0,76,31943.49,12777.4,True,False,0.708,0.0,1.007,-1.2
2023-10-21,PROD_0019,Electronics,Flagship_Store,631.75,532.9,61.0,61.0,201,38418.84,15367.54,True,False,0.718,0.0,0.993,-1.2
2023-10-28,PROD_0019,Electronics,Flagship_Store,633.49,520.63,63.0,59.0,59,37375.7,14950.28,True,False,0.732,0.0,0.922,-1.2
2023-11-04,PROD_0019,Electronics,Flagship_Store,601.33,533.04,73.0,73.0,133,44116.72,17646.69,True,False,0.751,0.0,1.068,-1.2
2023-11-11,PROD_0019,Electronics,Flagship_Store,603.91,522.44,51.0,51.0,128,30629.13,12251.65,True,False,0.773,0.0,0.764,-1.2
2023-11-18,PROD_0019,Electronics,Flagship_Store,626.75,574.1,66.0,64.0,64,40112.12,16044.85,True,False,0.798,0.0,1.036,-1.2
2023-11-25,PROD_0019,Electronics,Flagship_Store,656.89,617.26,75.0,75.0,441,49244.41,19697.77,True,False,0.826,0.0,0.983,-1.2
2023-12-02,PROD_0019,Electronics,Flagship_Store,610.89,597.54,57.0,57.0,353,34856.39,13942.55,True,False,0.856,0.0,0.821,-1.2
2023-12-09,PROD_0019,Electronics,Flagship_Store,682.55,601.6,67.0,67.0,103,45689.14,18275.66,True,False,0.889,0.0,1.164,-1.2
2023-12-16,PROD_0019,Electronics,Flagship_Store,461.27,535.41,110.0,110.0,199,50712.7,20285.08,True,False,0.923,0.0,1.067,-1.2
2023-12-23,PROD_0019,Electronics,Flagship_Store,615.72,551.76,67.0,67.0,401,41148.75,16459.5,True,True,0.959,0.0,1.149,-1.2
2023-12-30,PROD_0019,Electronics,Flagship_Store,450.41,484.36,106.0,106.0,172,47925.93,19170.37,True,True,0.995,0.0,0.981,-1.2
2022-01-01,PROD_0020,Electronics,Flagship_Store,380.93,477.72,173.0,173.0,197,65916.82,26366.73,True,False,1.005,0.0,1.081,-1.2
2022-01-08,PROD_0020,Electronics,Flagship_Store,436.23,458.36,152.0,152.0,317,66126.08,26450.43,True,False,1.041,0.0,0.984,-1.2
2022-01-15,PROD_0020,Electronics,Flagship_Store,552.99,499.27,96.0,96.0,129,52825.8,21130.32,True,False,1.077,0.0,1.127,-1.2
2022-01-22,PROD_0020,Electronics,Flagship_Store,573.91,492.44,137.0,103.0,103,59112.41,23644.97,True,False,1.111,168.09,1.039,-1.2
2022-01-29,PROD_0020,Electronics,Flagship_Store,699.48,619.64,92.0,92.0,181,64164.47,25665.79,True,False,1.144,60.22,0.959,-1.2
2022-02-05,PROD_0020,Electronics,Flagship_Store,612.26,532.65,109.0,109.0,352,66454.31,26581.73,True,False,1.174,0.0,1.094,-1.2
2022-02-12,PROD_0020,Electronics,Flagship_Store,544.44,556.79,139.0,139.0,300,75547.45,30218.98,True,False,1.202,3.31,0.987,-1.2
2022-02-19,PROD_0020,Electronics,Flagship_Store,461.0,452.19,159.0,154.0,154,70993.25,28397.3,True,False,1.227,0.0,0.983,-1.2
2022-02-26,PROD_0020,Electronics,Flagship_Store,411.18,496.13,150.0,132.0,132,54276.06,21710.43,True,False,1.249,0.0,0.996,-1.2
2022-03-05,PROD_0020,Electronics,Flagship_Store,502.56,436.9,108.0,108.0,310,54459.79,21783.92,True,False,1.268,0.0,1.046,-1.2
2022-03-12,PROD_0020,Electronics,Flagship_Store,497.6,485.8,107.0,107.0,395,53444.93,21377.97,True,False,1.282,0.0,1.211,-1.2
2022-03-19,PROD_0020,Electronics,Flagship_Store,529.19,507.26,183.0,183.0,452,96717.17,38686.87,True,False,1.292,0.0,1.029,-1.2
2022-03-26,PROD_0020,Electronics,Flagship_Store,614.16,519.6,92.0,92.0,268,56575.35,22630.14,True,False,1.298,17.85,0.899,-1.2
2022-04-02,PROD_0020,Electronics,Flagship_Store,547.95,443.42,151.0,102.0,102,55890.55,22356.22,True,False,1.3,0.0,0.99,-1.2
2022-04-09,PROD_0020,Electronics,Flagship_Store,561.87,567.84,144.0,144.0,331,81041.91,32416.76,True,False,1.297,0.0,0.949,-1.2
2022-04-16,PROD_0020,Electronics,Flagship_Store,683.88,678.68,96.0,96.0,376,65450.24,26180.1,True,False,1.29,28.27,0.946,-1.2
2022-04-23,PROD_0020,Electronics,Flagship_Store,432.46,559.22,163.0,163.0,440,70444.83,28177.93,True,False,1.279,96.54,0.941,-1.2
2022-04-30,PROD_0020,Electronics,Flagship_Store,591.42,555.92,106.0,78.0,78,46130.84,18452.34,True,False,1.264,0.0,0.781,-1.2
2022-05-07,PROD_0020,Electronics,Flagship_Store,538.73,549.58,128.0,61.0,61,32862.41,13144.96,True,False,1.245,0.0,0.989,-1.2
2022-05-14,PROD_0020,Electronics,Flagship_Store,525.23,440.31,158.0,158.0,326,82751.54,33100.62,True,False,1.222,0.0,1.11,-1.2
2022-05-21,PROD_0020,Electronics,Flagship_Store,611.67,514.89,96.0,96.0,493,58896.46,23558.58,True,False,1.197,0.0,0.889,-1.2
2022-05-28,PROD_0020,Electronics,Flagship_Store,496.58,511.19,121.0,121.0,467,59944.28,23977.71,True,False,1.168,110.13,1.167,-1.2
2022-06-04,PROD_0020,Electronics,Flagship_Store,465.59,433.77,158.0,147.0,147,68441.81,27376.73,True,False,1.137,0.0,0.92,-1.2
2022-06-11,PROD_0020,Electronics,Flagship_Store,538.43,544.65,104.0,104.0,214,56066.32,22426.53,True,False,1.104,0.0,1.046,-1.2
2022-06-18,PROD_0020,Electronics,Flagship_Store,620.85,530.92,86.0,86.0,432,53182.91,21273.16,True,False,1.069,0.0,1.219,-1.2
2022-06-25,PROD_0020,Electronics,Flagship_Store,553.58,498.61,117.0,117.0,390,64965.94,25986.38,True,False,1.033,0.0,1.004,-1.2
2022-07-02,PROD_0020,Electronics,Flagship_Store,602.75,556.15,102.0,102.0,278,61216.7,24486.68,True,False,0.997,0.0,1.056,-1.2
2022-07-09,PROD_0020,Electronics,Flagship_Store,559.81,500.26,108.0,108.0,464,60517.93,24207.17,True,False,0.961,73.82,0.942,-1.2
2022-07-16,PROD_0020,Electronics,Flagship_Store,549.1,543.13,84.0,84.0,110,46115.9,18446.36,True,False,0.926,0.0,0.857,-1.2
2022-07-23,PROD_0020,Electronics,Flagship_Store,466.47,555.9,100.0,100.0,153,46556.11,18622.45,True,False,0.891,0.0,0.911,-1.2
2022-07-30,PROD_0020,Electronics,Flagship_Store,693.53,626.28,65.0,65.0,438,45301.64,18120.66,True,False,0.859,322.06,1.085,-1.2
2022-08-06,PROD_0020,Electronics,Flagship_Store,450.35,510.61,103.0,103.0,405,46271.74,18508.7,True,False,0.828,0.0,1.053,-1.2
2022-08-13,PROD_0020,Electronics,Flagship_Store,614.93,626.21,45.0,45.0,185,27565.92,11026.37,True,False,0.8,118.89,1.093,-1.2
2022-08-20,PROD_0020,Electronics,Flagship_Store,409.51,499.14,129.0,129.0,259,52985.17,21194.07,True,False,0.774,0.0,1.111,-1.2
2022-08-27,PROD_0020,Electronics,Flagship_Store,582.27,583.9,77.0,77.0,82,44766.63,17906.65,True,False,0.752,0.0,0.981,-1.2
2022-09-03,PROD_0020,Electronics,Flagship_Store,681.03,577.16,56.0,56.0,336,38130.26,15252.11,True,False,0.734,6.53,1.018,-1.2
2022-09-10,PROD_0020,Electronics,Flagship_Store,378.89,460.77,124.0,124.0,343,46880.44,18752.18,True,False,0.719,0.0,0.924,-1.2
2022-09-17,PROD_0020,Electronics,Flagship_Store,589.95,591.66,62.0,62.0,439,36437.29,14574.92,True,False,0.708,0.0,0.884,-1.2
2022-09-24,PROD_0020,Electronics,Flagship_Store,616.57,557.82,60.0,60.0,269,37212.84,14885.14,True,False,0.702,0.0,1.159,-1.2
2022-10-01,PROD_0020,Electronics,Flagship_Store,586.47,522.55,42.0,42.0,142,24798.55,9919.42,True,False,0.7,78.13,1.072,-1.2
2022-10-08,PROD_0020,Electronics,Flagship_Store,473.82,438.44,78.0,78.0,341,37165.38,14866.15,True,False,0.702,0.0,0.948,-1.2
2022-10-15,PROD_0020,Electronics,Flagship_Store,422.69,424.38,56.0,56.0,458,23821.34,9528.54,True,False,0.709,177.26,1.014,-1.2
2022-10-22,PROD_0020,Electronics,Flagship_Store,688.59,591.47,43.0,43.0,325,29464.23,11785.69,True,False,0.72,0.0,1.078,-1.2
2022-10-29,PROD_0020,Electronics,Flagship_Store,548.28,586.84,60.0,60.0,318,33159.01,13263.6,True,False,0.735,23.03,1.095,-1.2
2022-11-05,PROD_0020,Electronics,Flagship_Store,542.17,501.08,36.0,36.0,145,19653.09,7861.24,True,False,0.754,0.0,0.979,-1.2
2022-11-12,PROD_0020,Electronics,Flagship_Store,401.84,483.07,116.0,86.0,86,34558.63,13823.45,True,False,0.776,87.83,0.96,-1.2
2022-11-19,PROD_0020,Electronics,Flagship_Store,499.83,519.84,58.0,58.0,415,28782.0,11512.8,True,False,0.802,0.0,0.937,-1.2
2022-11-26,PROD_0020,Electronics,Flagship_Store,536.08,523.8,70.0,70.0,204,37336.95,14934.78,True,False,0.83,0.0,1.11,-1.2
2022-12-03,PROD_0020,Electronics,Flagship_Store,599.96,626.98,80.0,62.0,62,37197.54,14879.01,True,False,0.861,0.0,0.929,-1.2
2022-12-10,PROD_0020,Electronics,Flagship_Store,431.43,458.52,133.0,133.0,135,57551.22,23020.49,True,False,0.894,0.0,1.022,-1.2
2022-12-17,PROD_0020,Electronics,Flagship_Store,580.93,589.48,93.0,93.0,474,54020.94,21608.38,True,False,0.928,0.0,0.907,-1.2
2022-12-24,PROD_0020,Electronics,Flagship_Store,521.44,554.22,91.0,91.0,380,47296.92,18918.77,True,True,0.964,0.0,1.032,-1.2
2022-12-31,PROD_0020,Electronics,Flagship_Store,672.7,588.89,90.0,90.0,90,60542.65,24217.06,True,True,1.0,0.0,1.032,-1.2
2023-01-07,PROD_0020,Electronics,Flagship_Store,525.99,497.6,109.0,109.0,181,57432.48,22972.99,True,False,1.036,70.3,0.864,-1.2
2023-01-14,PROD_0020,Electronics,Flagship_Store,610.39,561.53,96.0,73.0,73,44558.4,17823.36,True,False,1.072,290.7,1.029,-1.2
2023-01-21,PROD_0020,Electronics,Flagship_Store,665.18,603.64,71.0,71.0,459,47128.69,18851.48,True,False,1.106,0.0,1.014,-1.2
2023-01-28,PROD_0020,Electronics,Flagship_Store,465.49,585.62,170.0,100.0,100,46549.04,18619.62,True,False,1.139,0.0,0.958,-1.2
2023-02-04,PROD_0020,Electronics,Flagship_Store,524.5,530.07,121.0,121.0,450,63292.91,25317.16,True,False,1.17,0.0,0.968,-1.2
2023-02-11,PROD_0020,Electronics,Flagship_Store,541.15,504.92,150.0,150.0,464,81038.69,32415.47,True,False,1.198,0.0,1.102,-1.2
2023-02-18,PROD_0020,Electronics,Flagship_Store,484.13,516.21,158.0,158.0,171,76719.27,30687.71,True,False,1.224,0.0,1.077,-1.2
2023-02-25,PROD_0020,Electronics,Flagship_Store,626.79,558.28,112.0,112.0,425,70450.87,28180.35,True,False,1.246,0.0,1.048,-1.2
2023-03-04,PROD_0020,Electronics,Flagship_Store,703.87,605.06,97.0,97.0,118,68023.29,27209.32,True,False,1.265,0.0,1.05,-1.2
2023-03-11,PROD_0020,Electronics,Flagship_Store,510.52,578.28,173.0,83.0,83,42373.08,16949.23,True,False,1.28,167.69,1.093,-1.2
2023-03-18,PROD_0020,Electronics,Flagship_Store,595.67,587.4,106.0,106.0,156,63229.76,25291.9,True,False,1.291,0.0,0.982,-1.2
2023-03-25,PROD_0020,Electronics,Flagship_Store,485.28,492.15,185.0,185.0,363,89800.61,35920.24,True,False,1.298,45.98,1.038,-1.2
2023-04-01,PROD_0020,Electronics,Flagship_Store,411.94,484.34,251.0,251.0,390,103204.03,41281.61,True,False,1.3,68.45,0.86,-1.2
2023-04-08,PROD_0020,Electronics,Flagship_Store,579.56,580.17,108.0,108.0,375,62598.87,25039.55,True,False,1.298,0.65,1.008,-1.2
2023-04-15,PROD_0020,Electronics,Flagship_Store,595.46,558.51,125.0,125.0,157,74494.45,29797.78,True,False,1.292,91.92,1.074,-1.2
2023-04-22,PROD_0020,Electronics,Flagship_Store,582.74,531.67,135.0,135.0,370,78786.03,31514.41,True,False,1.281,0.0,0.958,-1.2
2023-04-29,PROD_0020,Electronics,Flagship_Store,469.16,503.39,102.0,102.0,165,47855.2,19142.08,True,False,1.266,0.0,0.978,-1.2
2023-05-06,PROD_0020,Electronics,Flagship_Store,498.26,582.05,141.0,141.0,355,70275.74,28110.3,True,False,1.248,157.65,0.936,-1.2
2023-05-13,PROD_0020,Electronics,Flagship_Store,457.15,509.66,193.0,129.0,129,58971.71,23588.68,True,False,1.226,0.0,0.969,-1.2
2023-05-20,PROD_0020,Electronics,Flagship_Store,551.08,515.71,123.0,123.0,203,67632.72,27053.09,True,False,1.2,0.0,0.823,-1.2
2023-05-27,PROD_0020,Electronics,Flagship_Store,559.2,562.54,112.0,112.0,374,62404.1,24961.64,True,False,1.172,0.0,0.896,-1.2
2023-06-03,PROD_0020,Electronics,Flagship_Store,536.03,569.42,111.0,55.0,55,29481.51,11792.6,True,False,1.141,37.01,1.13,-1.2
2023-06-10,PROD_0020,Electronics,Flagship_Store,490.46,572.29,98.0,98.0,198,48213.35,19285.34,True,False,1.109,0.0,0.877,-1.2
2023-06-17,PROD_0020,Electronics,Flagship_Store,563.4,474.49,68.0,68.0,281,38195.92,15278.37,True,False,1.074,0.0,0.96,-1.2
2023-06-24,PROD_0020,Electronics,Flagship_Store,445.69,464.79,150.0,150.0,483,66720.88,26688.35,True,False,1.039,0.0,0.899,-1.2
2023-07-01,PROD_0020,Electronics,Flagship_Store,575.38,622.74,57.0,57.0,474,32588.81,13035.52,True,False,1.003,0.0,1.072,-1.2
2023-07-08,PROD_0020,Electronics,Flagship_Store,620.9,585.82,84.0,84.0,106,51874.75,20749.9,True,False,0.967,125.68,1.013,-1.2
2023-07-15,PROD_0020,Electronics,Flagship_Store,631.13,593.38,69.0,69.0,152,43643.78,17457.51,True,False,0.931,0.0,1.105,-1.2
2023-07-22,PROD_0020,Electronics,Flagship_Store,519.65,493.07,82.0,82.0,486,42864.78,17145.91,True,False,0.896,277.73,1.0,-1.2
2023-07-29,PROD_0020,Electronics,Flagship_Store,510.18,563.26,99.0,99.0,179,50739.61,20295.85,True,False,0.863,0.0,0.971,-1.2
2023-08-05,PROD_0020,Electronics,Flagship_Store,557.11,550.99,112.0,112.0,379,62260.09,24904.04,True,False,0.832,112.04,1.065,-1.2
